model_name,model_id,family,provider,deployment,parameters_b,context_length_k,dataset,horizon,prompt_strategy,representation,smape,mae,rmse,inference_time_s,co2_g,cost_usd_per_1k_forecasts,run_id,evaluation_date,hardware,quantization,notes
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Wiki2000,96,zero-shot,CSV numeric,32.848,0.64868,0.83153,0.97,0.8779,0.02895,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Wiki2000,96,zero-shot,CSV numeric,31.035,0.62874,0.88755,1.01,0.89017,0.02801,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Wiki2000,96,zero-shot,CSV numeric,31.206,0.75311,1.20981,0.992,1.05336,0.03354,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Wiki2000,96,zero-shot,CSV numeric,33.641,0.88813,1.1852,1.195,1.15819,0.03265,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Wiki2000,96,zero-shot,CSV numeric,32.866,0.88325,1.2549,1.11,1.09941,0.03209,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Wiki2000,96,few-shot,CSV numeric,30.983,0.6485,0.89138,0.987,1.124,0.03195,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Wiki2000,96,few-shot,CSV numeric,30.523,0.7757,1.16202,0.899,1.06773,0.03348,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Wiki2000,96,few-shot,CSV numeric,31.144,0.81651,1.38767,0.976,1.11164,0.03036,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Wiki2000,96,few-shot,CSV numeric,30.54,0.65048,0.86056,0.915,1.06574,0.02678,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Wiki2000,96,few-shot,CSV numeric,32.082,0.75153,1.06651,1.149,0.97158,0.02625,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Wiki2000,96,cot,CSV numeric,31.788,0.80018,1.01151,1.118,0.85387,0.0299,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Wiki2000,96,cot,CSV numeric,32.149,0.80864,1.06981,0.939,0.80461,0.03199,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Wiki2000,96,cot,CSV numeric,31.34,0.73296,1.00131,1.121,0.86324,0.03397,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Wiki2000,96,cot,CSV numeric,33.113,0.67149,0.88647,0.876,0.98437,0.02775,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Wiki2000,96,cot,CSV numeric,32.163,0.75192,0.99004,1.008,0.848,0.02711,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Wiki2000,96,cot+few,CSV numeric,30.773,0.62506,0.80903,1.178,1.0834,0.03379,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Wiki2000,96,cot+few,CSV numeric,30.132,0.78126,1.07903,0.9,1.15235,0.02604,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Wiki2000,96,cot+few,CSV numeric,29.537,0.75747,1.14271,1.031,0.92682,0.02618,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Wiki2000,96,cot+few,CSV numeric,29.552,0.61501,0.81651,0.933,1.20397,0.03237,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Wiki2000,96,cot+few,CSV numeric,28.795,0.76784,0.94167,1.163,0.78021,0.02902,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Wiki2000,192,zero-shot,CSV numeric,36.724,0.99126,1.64272,1.181,0.96199,0.03135,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Wiki2000,192,zero-shot,CSV numeric,36.999,0.81105,0.98191,1.209,1.18352,0.03768,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Wiki2000,192,zero-shot,CSV numeric,33.729,0.74493,1.08443,1.028,1.1903,0.03632,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Wiki2000,192,zero-shot,CSV numeric,35.543,0.77795,1.2711,1.15,1.13783,0.03584,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Wiki2000,192,zero-shot,CSV numeric,35.163,0.70403,1.12784,1.314,0.86984,0.02978,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Wiki2000,192,few-shot,CSV numeric,33.02,0.79359,1.10409,1.163,1.23387,0.03365,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Wiki2000,192,few-shot,CSV numeric,33.478,0.67527,0.9585,1.314,1.15236,0.03217,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Wiki2000,192,few-shot,CSV numeric,34.265,0.76804,1.11717,0.998,1.25294,0.03562,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Wiki2000,192,few-shot,CSV numeric,34.39,0.75447,1.06986,1.018,1.38012,0.02943,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Wiki2000,192,few-shot,CSV numeric,34.25,0.84904,1.08581,1.095,0.86415,0.03417,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Wiki2000,192,cot,CSV numeric,33.412,0.75926,1.28695,1.001,1.05977,0.03765,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Wiki2000,192,cot,CSV numeric,34.783,0.76268,1.174,1.299,1.26945,0.0349,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Wiki2000,192,cot,CSV numeric,35.024,0.70215,1.05836,1.148,0.9733,0.03151,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Wiki2000,192,cot,CSV numeric,35.143,0.81589,1.13828,1.104,0.90481,0.03729,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Wiki2000,192,cot,CSV numeric,33.586,0.69174,0.97669,1.115,1.17635,0.0347,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Wiki2000,192,cot+few,CSV numeric,32.597,0.80627,1.00919,1.072,0.84971,0.03314,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Wiki2000,192,cot+few,CSV numeric,33.387,0.83491,1.07166,1.2,1.01175,0.03241,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Wiki2000,192,cot+few,CSV numeric,31.198,0.62511,0.85727,1.105,1.24082,0.03057,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Wiki2000,192,cot+few,CSV numeric,34.017,0.91788,1.47728,1.069,1.21177,0.0294,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Wiki2000,192,cot+few,CSV numeric,31.373,0.73318,0.9445,1.08,1.28842,0.03733,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Carbon,96,zero-shot,CSV numeric,27.781,0.17115,0.26962,1.139,1.13242,0.02896,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Carbon,96,zero-shot,CSV numeric,27.751,0.19189,0.24483,0.986,0.77831,0.02918,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Carbon,96,zero-shot,CSV numeric,27.324,0.15285,0.22484,0.863,1.19882,0.03288,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Carbon,96,zero-shot,CSV numeric,27.141,0.17944,0.22465,1.146,1.10763,0.02658,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Carbon,96,zero-shot,CSV numeric,26.044,0.1366,0.20685,0.91,1.10963,0.02613,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Carbon,96,few-shot,CSV numeric,28.626,0.17555,0.29791,0.947,1.05626,0.03017,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Carbon,96,few-shot,CSV numeric,28.575,0.16508,0.2439,1.183,0.91629,0.02945,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Carbon,96,few-shot,CSV numeric,26.089,0.15301,0.21274,0.956,1.15477,0.03387,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Carbon,96,few-shot,CSV numeric,26.471,0.17066,0.23807,0.854,0.83697,0.02683,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Carbon,96,few-shot,CSV numeric,24.479,0.15931,0.20203,0.88,0.94129,0.02774,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Carbon,96,cot,CSV numeric,26.78,0.14708,0.19534,1.038,1.12905,0.03317,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Carbon,96,cot,CSV numeric,27.157,0.17533,0.28997,1.032,1.06668,0.0292,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Carbon,96,cot,CSV numeric,29.687,0.17407,0.22179,1.129,0.77768,0.03157,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Carbon,96,cot,CSV numeric,27.865,0.17262,0.21321,1.0,0.92161,0.03437,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Carbon,96,cot,CSV numeric,26.659,0.17709,0.25818,1.098,1.11129,0.0261,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Carbon,96,cot+few,CSV numeric,27.755,0.14504,0.21102,1.157,1.05478,0.03,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Carbon,96,cot+few,CSV numeric,25.097,0.13915,0.17217,1.171,1.20139,0.03165,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Carbon,96,cot+few,CSV numeric,26.372,0.18828,0.29799,1.086,0.86146,0.03012,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Carbon,96,cot+few,CSV numeric,25.152,0.17406,0.25774,1.033,1.09884,0.03025,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Carbon,96,cot+few,CSV numeric,26.46,0.14211,0.17949,1.116,0.76233,0.02597,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Carbon,192,zero-shot,CSV numeric,30.326,0.2004,0.2409,1.074,1.26746,0.03277,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Carbon,192,zero-shot,CSV numeric,28.004,0.17132,0.2229,1.235,0.89768,0.03367,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Carbon,192,zero-shot,CSV numeric,29.461,0.15594,0.19829,1.293,0.93864,0.03137,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Carbon,192,zero-shot,CSV numeric,29.728,0.19832,0.28215,1.322,1.21202,0.03392,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Carbon,192,zero-shot,CSV numeric,29.745,0.15708,0.26316,1.327,0.99464,0.03489,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Carbon,192,few-shot,CSV numeric,27.265,0.17163,0.2721,1.32,1.02996,0.03555,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Carbon,192,few-shot,CSV numeric,27.904,0.15744,0.23845,1.209,1.26788,0.03864,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Carbon,192,few-shot,CSV numeric,28.948,0.16224,0.20646,1.013,1.09438,0.03742,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Carbon,192,few-shot,CSV numeric,27.389,0.17904,0.24855,1.077,1.30717,0.03517,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Carbon,192,few-shot,CSV numeric,29.471,0.20713,0.30019,1.026,1.1106,0.03536,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Carbon,192,cot,CSV numeric,30.389,0.20931,0.30696,1.135,1.32088,0.03323,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Carbon,192,cot,CSV numeric,29.229,0.15805,0.21831,1.108,0.94115,0.03449,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Carbon,192,cot,CSV numeric,29.776,0.16815,0.24896,1.057,1.19821,0.03552,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Carbon,192,cot,CSV numeric,30.481,0.16383,0.23669,0.988,1.12853,0.03588,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Carbon,192,cot,CSV numeric,31.171,0.19004,0.31792,0.992,1.3328,0.03663,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Carbon,192,cot+few,CSV numeric,27.72,0.15262,0.19503,1.313,0.97087,0.03737,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Carbon,192,cot+few,CSV numeric,27.852,0.17055,0.25749,1.036,1.07989,0.03802,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Carbon,192,cot+few,CSV numeric,30.162,0.21244,0.36053,0.972,1.13757,0.03029,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Carbon,192,cot+few,CSV numeric,30.301,0.21754,0.3586,1.315,0.95948,0.03403,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Carbon,192,cot+few,CSV numeric,27.22,0.19051,0.24682,1.012,0.84681,0.03039,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 70B Instruct,meta-llama/Llama-3.1-70B-Instruct,Llama,Local,Local,70.0,128.0,ETTh2,96,zero-shot,CSV numeric,20.985,0.14046,0.2295,3.032,2.28083,0.09765,1,2026-05-28,A100,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 70B Instruct,meta-llama/Llama-3.1-70B-Instruct,Llama,Local,Local,70.0,128.0,ETTh2,96,zero-shot,CSV numeric,20.901,0.17638,0.24014,2.829,2.44609,0.08157,2,2026-05-28,A100,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 70B Instruct,meta-llama/Llama-3.1-70B-Instruct,Llama,Local,Local,70.0,128.0,ETTh2,96,zero-shot,CSV numeric,20.577,0.17238,0.27176,2.632,2.62433,0.09712,3,2026-05-28,A100,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 70B Instruct,meta-llama/Llama-3.1-70B-Instruct,Llama,Local,Local,70.0,128.0,ETTh2,96,zero-shot,CSV numeric,21.975,0.14679,0.20376,2.506,2.43704,0.07903,4,2026-05-28,A100,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 70B Instruct,meta-llama/Llama-3.1-70B-Instruct,Llama,Local,Local,70.0,128.0,ETTh2,96,zero-shot,CSV numeric,22.736,0.18597,0.29679,2.91,2.4653,0.10174,5,2026-05-28,A100,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 70B Instruct,meta-llama/Llama-3.1-70B-Instruct,Llama,Local,Local,70.0,128.0,ETTh2,96,few-shot,CSV numeric,18.789,0.14692,0.1915,2.908,2.71924,0.09495,1,2026-05-28,A100,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 70B Instruct,meta-llama/Llama-3.1-70B-Instruct,Llama,Local,Local,70.0,128.0,ETTh2,96,few-shot,CSV numeric,21.013,0.18466,0.30921,2.891,3.20574,0.10111,2,2026-05-28,A100,Q4,synthetic example data; replace with real benchmark outputs
